38224,23488,5840,5840
36320,23104,4800,6320
34896,23360,4464,6400
33088,21152,4720,6480
32736,21424,4272,7760
34640,22976,4784,7440
35824,23328,4432,6240
35984,24112,4096,5840
34288,22368,4464,7440
36720,23696,4928,5440
36064,23520,4832,3920
36208,23776,4704,4000
37888,24896,4720,5760
38208,24080,5568,6400
41312,26960,5280,6080
38080,24512,5280,4480
40864,25744,6208,6240
40912,25920,6144,5760
40928,26176,6272,6240
41648,26256,5856,5760
39744,24320,6368,4480
41088,26096,6384,5760
40368,25040,6176,6160
40080,25488,5632,5600
39744,25392,5424,7440
36272,22784,4880,6960
38400,24688,5456,5920
41712,26112,5984,7600
42592,25808,6640,8320
42016,25488,6400,7920
38416,24096,5584,9760
39936,25408,6000,10080
37232,24144,5184,6800
36464,23504,4944,8160
34704,22272,4720,6560
33968,21888,4448,6960
34064,21376,5056,7040
34480,21664,4720,7440
33696,21360,5232,7040
34272,22288,4928,7200
35792,22896,4944,7440
34368,21936,4720,7600
30752,19968,4320,6160
28928,19392,4016,6480
27168,17680,3360,9120
26464,17824,3104,8480
28608,18784,3408,9040
27424,18656,3312,8960
25872,17744,2752,8960
25872,17808,2832,8640
27648,19408,2832,8320
31152,21680,3632,7440
32880,22544,3664,6400
40496,26032,5440,6720
50112,30176,8160,7520
48896,30400,7856,7760
43888,26736,7296,7280
47328,29376,7072,6720
41456,25552,6256,7200
37104,23312,5296,6320
40912,25232,6032,6720
38944,24832,5744,6480
37808,24144,5152,6080
38512,24096,5776,7440
44336,27760,6544,7040
45072,27648,7232,6960
41264,26656,5744,5680
44832,27904,6592,6880
41440,26384,6128,8000
45088,27584,7216,6480
45232,27152,7152,8560
46192,28336,7344,6160
45296,27648,7440,5680
44736,27472,6864,7920
43712,26032,6880,7520
44720,27648,7536,6640
43600,26496,7600,7360
43456,26208,7584,7200
46528,27136,8448,6080
43120,26528,6928,7680
40864,24384,6448,7360
39232,24480,5936,7760
33776,20672,5376,6880
32560,20128,4640,6960
32480,21408,3968,7360
33600,21456,4960,8640
36112,22640,5104,6240
34832,22448,4784,7520
35792,22224,5104,7120
34720,22128,4624,7760
32752,21456,4480,6640
34656,21504,4832,7520
33056,21648,4480,6720
32928,21632,4672,7760
34400,21520,4880,7520
32576,21616,4384,8640
31376,20352,4272,6560
31376,20416,4208,7600
33312,21328,4544,7520
34192,21760,5024,7040
35264,23600,4640,7840
33536,22176,4064,7520
34992,21760,4976,7040
